Estado,Ano,Mes,Qtd_Focos,Media_Risco,Media_DiasSemChuva,Media_FRP
ACRE,2024,11,1772,0.03309255079006772,2.0265237020316027,11.718958687040182
ACRE,2024,12,328,0.042905198776758406,1.329268292682927,10.670642201834863
ACRE,2025,1,289,0.15861591695501728,2.384083044982699,17.019031141868513
ACRE,2025,2,30,0.06777777777777778,0.8333333333333334,13.923333333333334
ACRE,2025,3,14,0.032857142857142856,1.2142857142857142,3.907142857142857
ACRE,2025,4,54,0.1048,0.5555555555555556,5.342592592592593
ACRE,2025,5,183,0.3859016393442623,2.398907103825137,5.780874316939891
ACRE,2025,6,347,0.5444117647058824,5.804034582132565,6.815273775216139
ACRE,2025,7,2363,0.736400517911092,17.65890816758358,12.240628984275393
ACRE,2025,8,9915,0.7676786978060863,8.487544125063035,22.404502225819506
ACRE,2025,9,16162,0.3877004023522129,2.8938868951862395,16.23510335437554
ACRE,2025,10,13676,0.26264921006436515,2.2728136882129277,18.505542556303013
ACRE,2025,11,1139,0.20435356200527705,1.14486391571554,12.33661106233538
ACRE,2025,12,78,0.02717948717948718,1.064102564102564,8.021794871794873
ALAGOAS,2016,1,781,0.9255483870967741,3.6572280178837557,80.20149253731343
ALAGOAS,2016,2,358,0.8690140845070422,5.116731517509727,27.92093023255814
ALAGOAS,2016,3,381,0.9561170212765957,9.623529411764705,27.505405405405405
ALAGOAS,2016,4,126,0.9126984126984127,6.010989010989011,19.678947368421053
ALAGOAS,2016,5,73,0.9811594202898551,16.19402985074627,22.040000000000003
ALAGOAS,2016,6,52,0.95,15.604166666666666,13.25
ALAGOAS,2016,7,45,0.9777777777777777,11.083333333333334,13.657142857142857
ALAGOAS,2016,8,81,0.9938271604938271,20.970149253731343,21.0125
ALAGOAS,2016,9,344,0.9994117647058823,23.30672268907563,22.364583333333332
ALAGOAS,2016,10,1092,0.9992606284658041,24.251768033946252,35.37894736842105
ALAGOAS,2016,11,1391,0.9970246734397679,13.721774193548388,32.81545454545454
ALAGOAS,2016,12,2176,0.9994881340158214,19.56412005457026,41.833333333333336
