Estado,Ano,Mes,Internacoes
RR,2021,1,369
RR,2021,2,335
RR,2021,3,283
RR,2021,4,311
RR,2021,5,384
RR,2021,6,358
RR,2021,7,417
RR,2021,8,445
RR,2021,9,297
RR,2021,10,319
RR,2021,11,294
RR,2021,12,350
RR,2022,1,301
RR,2022,2,239
RR,2022,3,348
RR,2022,4,313
RR,2022,5,523
RR,2022,6,621
RR,2022,7,435
RR,2022,8,486
RR,2022,9,478
RR,2022,10,460
RR,2022,11,410
RR,2022,12,426
RR,2023,1,387
RR,2023,2,399
RR,2023,3,440
RR,2023,4,388
RR,2023,5,557
RR,2023,6,628
RR,2023,7,677
RR,2023,8,626
RR,2023,9,450
RR,2023,10,461
RR,2023,11,414
RR,2023,12,356
RR,2024,1,246
RR,2024,2,272
RR,2024,3,330
RR,2024,4,283
RR,2024,5,359
RR,2024,6,563
RR,2024,7,548
RR,2024,8,591
RR,2024,9,469
RR,2024,10,384
RR,2024,11,356
RR,2024,12,268
RR,2025,1,198
RR,2025,2,222
RR,2025,3,309
RR,2025,4,234
RR,2025,5,395
RR,2025,6,523
RR,2025,7,525
RR,2025,8,469
RR,2025,9,322
RR,2025,10,242
RR,2025,11,83
RR,2025,12,30
RS,2016,1,5694
RS,2016,2,5043
RS,2016,3,7015
RS,2016,4,8846
RS,2016,5,11567
RS,2016,6,11676
RS,2016,7,11899
RS,2016,8,10577
RS,2016,9,9398
RS,2016,10,9132
RS,2016,11,6935
RS,2016,12,6040
RS,2017,1,5304
RS,2017,2,4806
RS,2017,3,7387
RS,2017,4,7080
RS,2017,5,10162
RS,2017,6,12097
RS,2017,7,11352
RS,2017,8,9598
RS,2017,9,8029
RS,2017,10,7736
RS,2017,11,7232
RS,2017,12,5943
RS,2018,1,5334
RS,2018,2,4340
RS,2018,3,6357
RS,2018,4,6795
RS,2018,5,7902
RS,2018,6,9863
RS,2018,7,12430
RS,2018,8,11216
RS,2018,9,9024
RS,2018,10,8209
RS,2018,11,6488
RS,2018,12,5442
RS,2019,1,5033
RS,2019,2,4416
RS,2019,3,5981
RS,2019,4,6912
RS,2019,5,9180
RS,2019,6,10474
RS,2019,7,10840
RS,2019,8,10167
RS,2019,9,8993
RS,2019,10,8321
RS,2019,11,6287
RS,2019,12,5618
RS,2020,1,5033
RS,2020,2,4303
RS,2020,3,5572
RS,2020,4,3532
RS,2020,5,3689
RS,2020,6,3922
RS,2020,7,4041
RS,2020,8,4160
RS,2020,9,3915
RS,2020,10,4016
RS,2020,11,3872
RS,2020,12,3585
RS,2021,1,3692
RS,2021,2,3219
RS,2021,3,3032
RS,2021,4,3317
RS,2021,5,4584
RS,2021,6,5118
RS,2021,7,6090
RS,2021,8,5982
RS,2021,9,5410
RS,2021,10,6268
RS,2021,11,5672
RS,2021,12,5341
RS,2022,1,5912
RS,2022,2,4088
RS,2022,3,5680
RS,2022,4,8004
RS,2022,5,10909
RS,2022,6,11422
RS,2022,7,10601
RS,2022,8,8711
RS,2022,9,7734
RS,2022,10,7683
RS,2022,11,6750
RS,2022,12,6196
RS,2023,1,5226
RS,2023,2,4224
RS,2023,3,7218
RS,2023,4,8062
RS,2023,5,10958
RS,2023,6,10035
RS,2023,7,9566
RS,2023,8,8925
RS,2023,9,7645
RS,2023,10,7473
RS,2023,11,6576
RS,2023,12,5904
RS,2024,1,5272
RS,2024,2,4780
RS,2024,3,6757
RS,2024,4,8333
RS,2024,5,8889
RS,2024,6,9944
RS,2024,7,10787
RS,2024,8,9599
RS,2024,9,10281
RS,2024,10,9488
RS,2024,11,7102
RS,2024,12,6167
RS,2025,1,5252
RS,2025,2,4635
RS,2025,3,6156
RS,2025,4,7143
RS,2025,5,10963
RS,2025,6,11925
RS,2025,7,11414
RS,2025,8,8667
RS,2025,9,8250
RS,2025,10,7726
RS,2025,11,5850
RS,2025,12,2820
SC,2016,1,3093
SC,2016,2,2933
SC,2016,3,4030
SC,2016,4,4858
SC,2016,5,5744
SC,2016,6,6405
SC,2016,7,6015
SC,2016,8,5284
SC,2016,9,5026
SC,2016,10,4800
SC,2016,11,4014
SC,2016,12,3134
SC,2017,1,2897
SC,2017,2,2762
SC,2017,3,4050
SC,2017,4,4244
SC,2017,5,6133
SC,2017,6,6388
SC,2017,7,5771
SC,2017,8,5114
SC,2017,9,4787
SC,2017,10,4922
SC,2017,11,4751
SC,2017,12,3640
SC,2018,1,3227
SC,2018,2,3135
SC,2018,3,3869
SC,2018,4,4314
SC,2018,5,5104
SC,2018,6,6276
SC,2018,7,6892
SC,2018,8,5786
SC,2018,9,5014
SC,2018,10,4747
SC,2018,11,4402
SC,2018,12,3458
SC,2019,1,3138
SC,2019,2,3011
SC,2019,3,3907
SC,2019,4,4515
SC,2019,5,5657
SC,2019,6,5891
SC,2019,7,6072
SC,2019,8,5354
SC,2019,9,5171
SC,2019,10,5307
SC,2019,11,4213
SC,2019,12,3546
SC,2020,1,3167
SC,2020,2,3259
SC,2020,3,3797
SC,2020,4,2264
SC,2020,5,2066
SC,2020,6,2409
SC,2020,7,2403
SC,2020,8,2300
SC,2020,9,2320
SC,2020,10,2613
SC,2020,11,2662
SC,2020,12,2258
SC,2021,1,2343
SC,2021,2,2233
SC,2021,3,2288
SC,2021,4,2314
SC,2021,5,3090
SC,2021,6,2928
SC,2021,7,2999
SC,2021,8,3029
SC,2021,9,3073
SC,2021,10,3426
SC,2021,11,3602
SC,2021,12,3672
SC,2022,1,3899
SC,2022,2,2780
SC,2022,3,3659
SC,2022,4,5002
SC,2022,5,6423
SC,2022,6,6838
SC,2022,7,5852
SC,2022,8,4959
SC,2022,9,4497
SC,2022,10,4329
SC,2022,11,4241
SC,2022,12,3759
SC,2023,1,3240
SC,2023,2,3169
SC,2023,3,4980
SC,2023,4,5682
SC,2023,5,6989
SC,2023,6,5828
SC,2023,7,5811
SC,2023,8,5246
SC,2023,9,4799
SC,2023,10,4849
SC,2023,11,4213
SC,2023,12,3749
SC,2024,1,3618
SC,2024,2,3643
SC,2024,3,4987
SC,2024,4,6183
SC,2024,5,7113
SC,2024,6,6812
SC,2024,7,6979
SC,2024,8,6472
SC,2024,9,6599
SC,2024,10,6173
SC,2024,11,5055
SC,2024,12,4200
SC,2025,1,4144
SC,2025,2,3915
SC,2025,3,4961
SC,2025,4,5948
SC,2025,5,8359
SC,2025,6,7809
SC,2025,7,7102
SC,2025,8,6066
SC,2025,9,5775
SC,2025,10,5757
SC,2025,11,4816
SC,2025,12,2323
SE,2016,1,409
SE,2016,2,382
SE,2016,3,524
SE,2016,4,652
SE,2016,5,771
SE,2016,6,770
SE,2016,7,662
SE,2016,8,631
SE,2016,9,604
SE,2016,10,572
SE,2016,11,469
SE,2016,12,470
SE,2017,1,451
SE,2017,2,438
SE,2017,3,581
SE,2017,4,662
SE,2017,5,882
SE,2017,6,705
SE,2017,7,728
SE,2017,8,650
SE,2017,9,534
SE,2017,10,640
SE,2017,11,589
SE,2017,12,508
SE,2018,1,532
SE,2018,2,451
SE,2018,3,615
SE,2018,4,741
SE,2018,5,1099
SE,2018,6,960
SE,2018,7,841
SE,2018,8,744
SE,2018,9,594
SE,2018,10,596
SE,2018,11,545
SE,2018,12,502
SE,2019,1,452
SE,2019,2,426
SE,2019,3,604
SE,2019,4,886
SE,2019,5,817
SE,2019,6,715
SE,2019,7,670
SE,2019,8,702
SE,2019,9,681
SE,2019,10,773
SE,2019,11,646
SE,2019,12,619
SE,2020,1,544
SE,2020,2,535
SE,2020,3,556
SE,2020,4,311
SE,2020,5,280
SE,2020,6,302
SE,2020,7,336
SE,2020,8,424
SE,2020,9,479
SE,2020,10,461
SE,2020,11,376
SE,2020,12,286
SE,2021,1,291
SE,2021,2,392
SE,2021,3,489
SE,2021,4,433
SE,2021,5,503
SE,2021,6,640
SE,2021,7,503
SE,2021,8,524
SE,2021,9,465
SE,2021,10,638
SE,2021,11,615
SE,2021,12,849
SE,2022,1,1084
SE,2022,2,565
SE,2022,3,844
SE,2022,4,844
SE,2022,5,1011
SE,2022,6,950
SE,2022,7,875
SE,2022,8,858
SE,2022,9,821
SE,2022,10,817
SE,2022,11,692
SE,2022,12,633
SE,2023,1,568
SE,2023,2,547
SE,2023,3,819
SE,2023,4,1199
SE,2023,5,1164
SE,2023,6,1027
SE,2023,7,1002
SE,2023,8,903
SE,2023,9,970
SE,2023,10,966
SE,2023,11,712
SE,2023,12,678
SE,2024,1,607
SE,2024,2,625
SE,2024,3,841
SE,2024,4,962
SE,2024,5,1358
SE,2024,6,1118
SE,2024,7,909
SE,2024,8,968
SE,2024,9,957
SE,2024,10,996
SE,2024,11,704
SE,2024,12,755
SE,2025,1,700
SE,2025,2,675
SE,2025,3,828
SE,2025,4,853
SE,2025,5,1038
SE,2025,6,1074
SE,2025,7,1104
SE,2025,8,1112
SE,2025,9,944
SE,2025,10,833
SE,2025,11,501
SE,2025,12,189
SP,2016,1,13302
SP,2016,2,13861
SP,2016,3,22284
SP,2016,4,26330
SP,2016,5,24865
SP,2016,6,25127
SP,2016,7,21873
SP,2016,8,19697
SP,2016,9,19007
SP,2016,10,18678
SP,2016,11,17025
SP,2016,12,14969
SP,2017,1,13844
SP,2017,2,15550
SP,2017,3,21630
SP,2017,4,22623
SP,2017,5,24917
SP,2017,6,23400
SP,2017,7,20946
SP,2017,8,20387
SP,2017,9,19590
SP,2017,10,18865
SP,2017,11,17338
SP,2017,12,15501
SP,2018,1,13909
SP,2018,2,13806
SP,2018,3,19180
SP,2018,4,23433
SP,2018,5,24070
SP,2018,6,24062
SP,2018,7,21395
SP,2018,8,19849
SP,2018,9,18334
SP,2018,10,19567
SP,2018,11,18753
SP,2018,12,16217
SP,2019,1,13883
SP,2019,2,13675
SP,2019,3,18522
SP,2019,4,23322
SP,2019,5,23629
SP,2019,6,23209
SP,2019,7,20322
SP,2019,8,20019
SP,2019,9,18685
SP,2019,10,19543
SP,2019,11,16680
SP,2019,12,15888
SP,2020,1,14451
SP,2020,2,15760
SP,2020,3,20637
SP,2020,4,12938
SP,2020,5,13611
SP,2020,6,12743
SP,2020,7,14450
SP,2020,8,13314
SP,2020,9,12489
SP,2020,10,13043
SP,2020,11,12167
SP,2020,12,11345
SP,2021,1,12237
SP,2021,2,12657
SP,2021,3,14635
SP,2021,4,10530
SP,2021,5,12638
SP,2021,6,12393
SP,2021,7,13796
SP,2021,8,14633
SP,2021,9,14086
SP,2021,10,15365
SP,2021,11,17683
SP,2021,12,21755
SP,2022,1,19783
SP,2022,2,13380
SP,2022,3,18256
SP,2022,4,20530
SP,2022,5,22823
SP,2022,6,22355
SP,2022,7,20054
SP,2022,8,19895
SP,2022,9,19250
SP,2022,10,21046
SP,2022,11,19460
SP,2022,12,17571
SP,2023,1,15225
SP,2023,2,18993
SP,2023,3,23752
SP,2023,4,23283
SP,2023,5,25447
SP,2023,6,24112
SP,2023,7,22454
SP,2023,8,22226
SP,2023,9,19376
SP,2023,10,18847
SP,2023,11,18466
SP,2023,12,15999
SP,2024,1,14297
SP,2024,2,15582
SP,2024,3,21175
SP,2024,4,25995
SP,2024,5,25733
SP,2024,6,26142
SP,2024,7,23571
SP,2024,8,24485
SP,2024,9,22817
SP,2024,10,21840
SP,2024,11,21053
SP,2024,12,18486
SP,2025,1,16192
SP,2025,2,16920
SP,2025,3,20780
SP,2025,4,25856
SP,2025,5,31141
SP,2025,6,28254
SP,2025,7,23201
SP,2025,8,23398
SP,2025,9,22085
SP,2025,10,21886
SP,2025,11,19076
SP,2025,12,12245
TO,2016,1,402
TO,2016,2,425
TO,2016,3,706
TO,2016,4,690
TO,2016,5,599
TO,2016,6,631
TO,2016,7,476
TO,2016,8,470
TO,2016,9,451
TO,2016,10,504
TO,2016,11,524
TO,2016,12,615
TO,2017,1,670
TO,2017,2,851
TO,2017,3,1104
TO,2017,4,786
TO,2017,5,764
TO,2017,6,730
TO,2017,7,480
TO,2017,8,488
TO,2017,9,581
TO,2017,10,518
TO,2017,11,391
TO,2017,12,468
TO,2018,1,438
TO,2018,2,471
TO,2018,3,676
TO,2018,4,760
TO,2018,5,921
TO,2018,6,714
TO,2018,7,470
TO,2018,8,424
TO,2018,9,430
TO,2018,10,516
TO,2018,11,494
TO,2018,12,492
TO,2019,1,454
TO,2019,2,461
TO,2019,3,789
TO,2019,4,928
TO,2019,5,778
TO,2019,6,645
TO,2019,7,497
TO,2019,8,548
TO,2019,9,581
TO,2019,10,618
TO,2019,11,666
TO,2019,12,846
TO,2020,1,607
TO,2020,2,706
TO,2020,3,691
TO,2020,4,348
TO,2020,5,284
TO,2020,6,297
TO,2020,7,313
TO,2020,8,317
TO,2020,9,275
TO,2020,10,316
TO,2020,11,314
TO,2020,12,327
TO,2021,1,359
TO,2021,2,365
TO,2021,3,461
TO,2021,4,420
TO,2021,5,462
TO,2021,6,475
TO,2021,7,375
TO,2021,8,389
TO,2021,9,342
TO,2021,10,361
TO,2021,11,415
TO,2021,12,541
TO,2022,1,955
TO,2022,2,495
TO,2022,3,799
TO,2022,4,899
TO,2022,5,876
TO,2022,6,684
TO,2022,7,549
TO,2022,8,548
TO,2022,9,617
TO,2022,10,632
TO,2022,11,564
TO,2022,12,584
TO,2023,1,501
TO,2023,2,655
TO,2023,3,964
TO,2023,4,1023
TO,2023,5,1111
TO,2023,6,906
TO,2023,7,705
TO,2023,8,692
TO,2023,9,705
TO,2023,10,603
TO,2023,11,610
TO,2023,12,572
TO,2024,1,506
TO,2024,2,625
TO,2024,3,937
TO,2024,4,1365
TO,2024,5,1263
TO,2024,6,781
TO,2024,7,591
TO,2024,8,665
TO,2024,9,685
TO,2024,10,683
TO,2024,11,747
TO,2024,12,737
TO,2025,1,688
TO,2025,2,751
TO,2025,3,931
TO,2025,4,1172
TO,2025,5,1493
TO,2025,6,1137
TO,2025,7,753
TO,2025,8,674
TO,2025,9,732
TO,2025,10,557
TO,2025,11,410
TO,2025,12,319
